number,sys_updated_at,reassigned,problem_id,contact_type,u_symptom,assignment_group,location,resolved_by,subcategory,u_priority_confirmation,closed_code,opened_by,active,incident_state,urgency,category,rfc,priority,assigned_to,vendor,caused_by,knowledge,reassignment_count,cmdb_ci,impact,D_sys_mod_count,D_reopen_count
INC0022922,2016-04-26 17:13:00,0,1,254,599,785,866,1164,1311,1557,1562,1649,1782,1785,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0022923,2016-04-26 17:07:00,0,1,254,310,1,867,1117,1403,1556,1562,1582,1782,1785,1793,1797,1,2035,2068,1,1,2281,2282,1,2360,2363,2372
INC0022924,2016-04-27 15:52:00,1,1,254,310,800,902,1161,1309,1557,1562,1649,1782,1785,1793,1827,1,2035,2116,1,1,2281,2283,1,2360,2365,2372
INC0022925,2016-04-26 17:05:00,0,1,254,393,785,932,1100,1385,1557,1561,1579,1782,1785,1793,1809,1,2035,2047,1,1,2281,2282,1,2360,2364,2372
INC0022926,2016-04-26 17:02:00,0,1,254,524,785,864,1100,1320,1557,1562,1579,1782,1785,1793,1808,1,2035,2047,1,1,2281,2282,1,2360,2364,2372
INC0022927,2016-04-26 17:11:00,1,1,254,1,785,866,1137,1475,1557,1562,1586,1782,1785,1793,1818,1,2035,2086,1,1,2281,2283,1,2360,2364,2372
INC0022928,2016-04-26 17:16:00,0,1,254,1,807,941,1185,1464,1557,1562,1579,1782,1785,1793,1818,1,2035,2141,1,1,2281,2282,1,2360,2364,2372
INC0022930,2016-04-26 17:11:00,1,1,254,310,785,866,1137,1475,1557,1562,1586,1782,1785,1793,1818,1,2035,2086,1,1,2281,2283,1,2360,2364,2372
INC0022931,2016-04-26 17:12:00,0,1,254,284,785,866,1164,1311,1557,1562,1649,1782,1785,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0022933,2016-04-28 16:48:00,0,1,254,310,824,865,1149,1358,1557,1562,1582,1782,1785,1793,1818,1,2035,2100,1,1,2281,2282,1,2360,2365,2372
INC0022934,2016-04-26 18:08:00,0,1,254,310,785,866,1164,1311,1557,1562,1649,1782,1785,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0022935,2016-10-05 15:10:00,1,1,254,417,821,881,1126,1402,1557,1562,1586,1783,1786,1793,1818,1,2035,2072,1,1,2281,2283,1,2360,2366,2372
INC0022936,2016-04-26 17:42:00,0,1,254,310,785,865,1100,1403,1557,1561,1579,1782,1785,1793,1800,1,2035,2047,1,1,2281,2282,1,2360,2364,2372
INC0022937,2016-04-26 18:07:00,0,1,254,310,808,866,1211,1322,1557,1562,1656,1782,1785,1793,1818,1,2035,2154,1,1,2281,2282,1,2360,2364,2372
INC0022938,2016-04-26 18:00:00,0,1,254,278,785,951,1142,1306,1556,1567,1589,1782,1784,1793,1800,1,2035,1,1,1,2281,2282,1,2360,2364,2372
INC0022939,2016-04-29 17:29:00,1,1,254,310,788,968,1090,1403,1556,1562,1590,1782,1788,1793,1800,1,2035,1,1,1,2281,2283,1,2360,2366,2372
INC0022940,2016-04-28 09:14:00,0,1,254,310,803,952,1201,1337,1557,1559,1649,1782,1785,1793,1808,1,2035,2112,1,1,2281,2282,1,2360,2366,2372
INC0022942,2016-04-26 18:17:00,0,1,254,310,785,867,1231,1403,1557,1562,1656,1782,1785,1793,1799,1,2035,2208,1,1,2281,2282,1,2360,2364,2372
INC0022943,2016-04-26 18:20:00,0,1,254,1,785,867,1124,1304,1556,1560,1616,1782,1785,1793,1798,1,2035,2069,1,1,2281,2282,1,2360,2363,2372
INC0022945,2016-04-26 18:39:00,0,1,254,310,785,864,1164,1321,1557,1562,1649,1782,1785,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0022946,2016-04-26 18:36:00,0,1,254,310,785,867,1117,1322,1556,1567,1582,1782,1785,1793,1803,1,2035,2068,1,1,2281,2282,1,2360,2363,2372
INC0022947,2016-04-26 18:53:00,0,1,254,310,785,862,1231,1403,1557,1562,1656,1782,1785,1793,1800,1,2035,2208,1,1,2281,2282,1,2360,2364,2372
INC0022948,2016-05-31 09:42:00,1,1,254,606,823,1052,1182,1357,1557,1565,1649,1782,1785,1795,1800,1,2036,2139,1,1,2281,2283,1,2360,2367,2372
INC0022949,2016-04-26 18:49:00,0,1,254,1,785,886,1124,1315,1556,1567,1616,1782,1785,1793,1804,1,2035,2069,1,1,2281,2282,1,2360,2363,2372
INC0022950,2016-04-27 10:05:00,0,1,254,310,804,946,1133,1344,1557,1561,1669,1782,1785,1793,1803,1,2035,2076,1,1,2281,2282,1,2360,2364,2372
INC0022951,2016-04-26 19:05:00,0,1,254,453,785,865,1164,1322,1557,1562,1649,1782,1785,1793,1803,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0022953,2016-04-26 18:59:00,0,1,254,299,785,886,1124,1473,1556,1567,1616,1782,1785,1793,1800,1,2035,2069,1,1,2281,2282,1,2360,2363,2372
INC0022954,2016-04-26 19:40:00,0,1,254,310,785,865,1231,1403,1557,1562,1656,1782,1785,1793,1800,1,2035,2208,1,1,2281,2282,1,2360,2364,2372
INC0022956,2016-04-28 14:56:00,1,1,254,310,824,866,1149,1358,1557,1563,1649,1782,1785,1793,1818,1,2035,2100,1,1,2280,2285,1,2360,2366,2372
INC0022957,2016-04-26 19:51:00,0,1,254,310,785,1052,1231,1322,1557,1562,1656,1782,1785,1793,1803,1,2035,2208,1,1,2281,2282,1,2360,2364,2372
INC0022958,2016-04-26 21:58:00,0,1,254,534,785,862,1127,1315,1557,1562,1649,1782,1785,1793,1804,1,2035,2073,1,1,2281,2282,1,2360,2366,2372
INC0022959,2016-04-26 20:11:00,0,1,254,310,785,864,1117,1403,1556,1567,1582,1782,1785,1793,1809,1,2035,2068,1,1,2281,2282,1,2360,2363,2372
INC0022960,2016-04-26 20:25:00,0,1,254,310,785,865,1231,1403,1557,1562,1656,1782,1785,1793,1800,1,2035,2208,1,1,2281,2282,1,2360,2364,2372
INC0022961,2016-04-26 20:51:00,0,1,254,278,785,866,1164,1304,1556,1567,1649,1782,1784,1793,1798,1,2035,1,1,1,2281,2282,1,2360,2364,2372
INC0022962,2016-08-05 18:07:00,1,1,254,346,789,862,1091,1346,1557,1562,1598,1783,1786,1793,1813,1,2035,2043,1,1,2281,2283,1,2360,2367,2372
INC0022963,2016-04-26 21:07:00,0,1,254,310,785,864,1164,1315,1556,1567,1649,1782,1784,1793,1804,1,2035,1,1,1,2281,2282,1,2360,2364,2372
INC0022964,2016-04-28 17:28:00,1,1,254,310,788,865,1090,1403,1557,1562,1656,1782,1785,1793,1800,1,2035,2070,1,1,2281,2283,1,2360,2366,2372
INC0022967,2016-04-26 22:23:00,0,1,254,310,785,862,1164,1315,1556,1567,1649,1782,1784,1793,1804,1,2035,1,1,1,2281,2282,1,2360,2364,2372
INC0022968,2016-04-28 09:56:00,1,1,254,310,1,886,1100,1403,1557,1561,1656,1782,1785,1793,1799,1,2035,2047,1,1,2281,2283,1,2360,2365,2372
INC0022969,2016-04-27 01:07:00,1,1,254,1,836,862,1263,1516,1557,1,1598,1782,1785,1793,1827,1,2035,2125,1,1,2281,2283,1,2360,2367,2372
INC0022971,2016-04-26 22:44:00,0,1,254,299,785,886,1231,1334,1557,1562,1656,1782,1785,1793,1798,1,2035,2208,1,1,2281,2282,1,2360,2364,2372
INC0022974,2016-04-27 02:41:00,0,1,254,310,785,867,1246,1403,1557,1561,1691,1782,1785,1793,1809,1,2035,2212,1,1,2281,2282,1,2360,2365,2372
INC0022975,2016-04-27 02:43:00,0,1,254,1,785,881,1108,1403,1556,1561,1576,1782,1785,1793,1798,1,2035,2189,1,1,2281,2282,1,2360,2363,2372
INC0022976,2016-04-27 03:12:00,0,1,254,1,785,862,1088,1403,1556,1562,1575,1782,1787,1793,1798,1,2035,2041,1,1,2281,2282,1,2360,2364,2372
INC0022977,2016-04-27 05:40:00,0,1,254,524,785,881,1108,1337,1556,1561,1576,1782,1785,1793,1808,1,2035,2189,1,1,2281,2282,1,2360,2363,2372
INC0022979,2016-04-27 07:39:00,1,1,254,1,785,881,1164,1302,1557,1567,1649,1782,1785,1793,1827,1,2035,2105,1,1,2281,2283,1,2360,2365,2372
INC0022980,2016-09-05 10:07:00,1,1,254,374,823,884,1174,1399,1557,1563,1649,1783,1786,1793,1818,1,2035,2130,1,1,2281,2283,1,2360,2366,2372
INC0022981,2016-10-05 10:03:00,1,1,254,310,821,881,1175,1384,1556,1562,1649,1782,1787,1793,1818,1,2035,2152,1,1,2281,2286,1,2360,2367,2372
INC0022982,2016-04-27 07:32:00,0,1,254,453,785,866,1102,1322,1557,1561,1578,1782,1785,1793,1803,1,2035,2174,1,1,2281,2282,1,2360,2364,2372
INC0022983,2016-10-05 10:07:00,1,1,254,1,787,864,1177,1408,1557,1562,1583,1783,1786,1793,1827,1,2035,2133,1,1,2281,2283,1,2360,2367,2372
INC0022984,2016-04-27 07:47:00,0,1,254,278,785,864,1164,1321,1557,1562,1649,1782,1785,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0022985,2016-04-29 16:11:00,1,1,254,618,787,864,1089,1329,1557,1558,1578,1782,1785,1793,1810,1,2035,2042,1,1,2281,2283,1,2360,2366,2372
INC0022987,2016-04-27 08:03:00,0,1,254,534,785,864,1164,1315,1557,1562,1649,1782,1785,1793,1804,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0022988,2016-04-27 08:28:00,0,1,254,559,785,862,1164,1311,1557,1567,1649,1782,1785,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0022989,2016-04-27 08:13:00,0,1,254,526,785,865,1164,1348,1556,1561,1649,1782,1787,1793,1814,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0022990,2016-04-27 16:06:00,1,1,254,278,787,864,1177,1321,1557,1567,1649,1782,1785,1793,1809,1,2035,2133,1,1,2281,2283,1,2360,2365,2372
INC0022991,2016-07-05 12:10:00,1,1,254,1,1,878,1100,1403,1557,1561,1578,1783,1786,1793,1810,1,2035,2047,1,1,2281,2284,1,2360,2367,2372
INC0022992,2016-04-27 13:36:00,0,1,254,310,800,866,1161,1403,1557,1562,1649,1782,1785,1793,1799,1,2035,2116,1,1,2281,2282,1,2360,2365,2372
INC0022995,2016-04-28 10:04:00,1,1,254,1,1,882,1100,1403,1557,1562,1583,1782,1785,1793,1809,1,2035,2047,1,1,2281,2283,1,2360,2365,2372
INC0022998,2016-04-27 08:23:00,0,1,254,453,785,862,1118,1322,1556,1562,1580,1782,1785,1793,1803,1,2035,2158,1,1,2281,2282,1,2360,2363,2372
INC0022999,2016-04-27 08:44:00,0,1,254,453,785,920,1164,1322,1556,1561,1649,1782,1787,1793,1803,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023000,2016-04-27 08:35:00,0,1,254,453,785,893,1100,1322,1557,1562,1579,1782,1785,1793,1803,1,2035,2047,1,1,2281,2282,1,2360,2364,2372
INC0023001,2016-04-27 08:35:00,0,1,254,534,785,874,1164,1315,1557,1562,1649,1782,1785,1793,1804,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023002,2016-04-28 09:29:00,1,1,254,310,811,864,1123,1403,1557,1562,1649,1782,1785,1793,1808,1,2035,2067,1,1,2281,2283,1,2360,2365,2372
INC0023003,2016-07-05 13:07:00,1,1,254,1,785,969,1100,1311,1557,1561,1649,1783,1786,1793,1826,1,2035,2047,1,1,2281,2287,1,2360,2367,2372
INC0023004,2016-07-05 14:07:00,1,1,254,299,1,867,1100,1334,1557,1561,1580,1783,1786,1793,1798,1,2035,2047,1,1,2281,2283,1,2360,2366,2372
INC0023005,2016-04-27 08:42:00,1,1,254,310,1,862,1190,1403,1557,1562,1583,1782,1785,1793,1814,1,2035,2151,1,1,2281,2283,1,2360,2365,2372
INC0023006,2016-04-27 08:39:00,0,1,254,310,785,955,1164,1403,1557,1561,1649,1782,1785,1793,1814,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023007,2016-04-27 08:35:00,0,1,254,559,785,867,1118,1311,1556,1567,1580,1782,1785,1793,1809,1,2035,2158,1,1,2281,2282,1,2360,2363,2372
INC0023008,2016-04-28 14:27:00,1,1,254,310,785,864,1100,1442,1557,1562,1578,1782,1785,1793,1807,1,2035,2047,1,1,2281,2283,1,2360,2366,2372
INC0023010,2016-04-27 10:11:00,1,1,254,562,808,1018,1211,1322,1557,1562,1579,1782,1785,1793,1803,1,2035,2154,1,1,2281,2283,1,2360,2365,2372
INC0023012,2016-04-27 15:58:00,0,1,254,332,820,865,1144,1323,1557,1562,1649,1782,1785,1793,1800,1,2035,2093,1,1,2281,2282,1,2360,2364,2372
INC0023013,2016-04-27 09:12:00,0,1,254,453,785,881,1164,1322,1557,1561,1649,1782,1785,1793,1803,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023014,2016-07-05 14:07:00,1,1,254,570,807,866,1185,1320,1557,1562,1580,1783,1786,1793,1808,1,2035,2141,1,1,2281,2290,1,2360,2367,2372
INC0023015,2016-04-29 16:31:00,0,1,254,330,800,866,1112,1378,1557,1562,1649,1782,1785,1793,1799,1,2035,2058,1,1,2281,2282,1,2360,2367,2372
INC0023016,2016-07-05 09:07:00,1,1,254,546,825,862,1148,1478,1557,1562,1578,1783,1786,1793,1808,1,2035,2099,1,1,2281,2283,1,2360,2366,2372
INC0023017,2016-04-27 09:09:00,0,1,254,278,785,864,1164,1304,1557,1562,1649,1782,1785,1793,1798,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023019,2016-04-27 08:54:00,0,1,254,1,785,867,1100,1311,1557,1562,1579,1782,1785,1793,1809,1,2035,2047,1,1,2281,2282,1,2360,2364,2372
INC0023020,2016-04-27 10:16:00,1,1,254,474,808,874,1211,1322,1557,1562,1649,1782,1785,1793,1803,1,2035,2154,1,1,2281,2283,1,2360,2365,2372
INC0023021,2016-04-27 11:48:00,1,1,254,310,827,867,1166,1320,1557,1562,1649,1782,1785,1793,1808,1,2035,2121,1,1,2281,2283,1,2360,2365,2372
INC0023022,2016-04-27 09:24:00,0,1,254,357,785,874,1102,1321,1556,1561,1578,1782,1787,1793,1809,1,2035,2174,1,1,2281,2282,1,2360,2364,2372
INC0023023,2016-04-27 09:36:00,1,1,254,1,1,865,1190,1321,1557,1562,1583,1782,1785,1793,1809,1,2035,2151,1,1,2281,2283,1,2360,2365,2372
INC0023024,2016-04-27 09:54:00,0,1,254,1,787,864,1177,1403,1557,1562,1580,1782,1785,1793,1800,1,2035,2133,1,1,2281,2282,1,2360,2365,2372
INC0023025,2016-04-27 09:28:00,0,1,254,310,785,881,1164,1403,1557,1561,1649,1782,1785,1793,1798,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023026,2016-04-28 13:01:00,1,1,254,317,787,864,1134,1369,1556,1562,1649,1782,1787,1793,1816,1,2035,2079,1,1,2281,2283,1,2360,2366,2372
INC0023027,2016-04-27 10:00:00,0,1,254,310,785,862,1164,1321,1557,1562,1649,1782,1785,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2365,2372
INC0023028,2016-04-27 09:01:00,0,1,254,1,785,864,1118,1403,1556,1562,1580,1782,1785,1793,1800,1,2035,2158,1,1,2281,2282,1,2360,2363,2372
INC0023029,2016-04-27 09:06:00,0,1,254,1,785,866,1100,1304,1557,1562,1579,1782,1785,1793,1798,1,2035,2047,1,1,2281,2282,1,2360,2364,2372
INC0023030,2016-04-28 09:03:00,0,1,254,307,824,867,1149,1358,1557,1563,1649,1782,1785,1795,1818,1,2036,2100,1,1,2280,2282,1,2360,2365,2372
INC0023031,2016-04-27 09:20:00,0,1,254,357,785,864,1102,1321,1557,1561,1578,1782,1785,1793,1809,1,2035,2174,1,1,2281,2282,1,2360,2364,2372
INC0023032,2016-07-05 14:07:00,1,1,254,1,1,864,1100,1321,1557,1561,1649,1783,1786,1793,1809,1,2035,2047,1,1,2281,2283,1,2360,2366,2372
INC0023033,2016-04-27 09:27:00,0,1,254,1,785,866,1117,1321,1556,1562,1582,1782,1787,1793,1809,1,2035,2068,1,1,2281,2282,1,2360,2364,2372
INC0023034,2016-04-28 09:00:00,0,1,254,310,806,866,1201,1337,1557,1559,1579,1782,1785,1793,1808,1,2035,2112,1,1,2281,2282,1,2360,2366,2372
INC0023035,2016-04-28 14:27:00,0,1,254,310,801,936,1223,1476,1557,1558,1579,1782,1785,1795,1817,1,2038,2185,1,1,2281,2282,1,2361,2365,2372
INC0023036,2016-04-27 09:29:00,0,1,254,310,785,865,1164,1321,1556,1561,1649,1782,1787,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023038,2016-04-27 09:19:00,0,1,254,562,785,917,1100,1322,1557,1561,1579,1782,1785,1793,1803,1,2035,2047,1,1,2281,2282,1,2360,2364,2372
INC0023039,2016-04-27 09:17:00,0,1,254,453,785,862,1164,1322,1557,1561,1649,1782,1785,1793,1803,1,2035,2105,1,1,2281,2282,1,2360,2365,2372
INC0023041,2016-07-05 14:07:00,0,1,254,310,785,862,1100,1403,1557,1561,1649,1783,1786,1793,1804,1,2035,2047,1,1,2281,2282,1,2360,2366,2372
INC0023042,2016-04-28 13:06:00,1,1,254,625,813,888,1125,1311,1557,1567,1579,1782,1785,1793,1807,1,2035,2071,1,1,2281,2284,1,2360,2366,2372
INC0023043,2016-04-27 09:22:00,0,1,254,310,785,864,1164,1403,1557,1560,1649,1782,1785,1793,1833,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023044,2016-04-27 09:25:00,0,1,254,310,785,865,1100,1311,1557,1561,1579,1782,1785,1793,1809,1,2035,2047,1,1,2281,2282,1,2360,2364,2372
INC0023045,2016-04-27 10:31:00,0,1,254,546,827,867,1166,1478,1557,1562,1578,1782,1785,1793,1808,1,2035,2121,1,1,2281,2282,1,2360,2364,2372
INC0023046,2016-05-25 17:07:00,1,1,254,1,823,866,1182,1403,1557,1565,1582,1783,1786,1793,1804,1,2035,2139,1,1,2281,2287,1,2360,2367,2372
INC0023047,2016-12-05 11:04:00,1,1,254,310,793,867,1092,1308,1557,1562,1649,1782,1785,1793,1818,1,2035,2045,1,1,2281,2283,1,2360,2367,2372
INC0023048,2016-04-27 11:32:00,0,1,254,310,787,864,1107,1403,1557,1562,1649,1782,1785,1793,1799,1,2035,2056,1,1,2281,2282,1,2360,2366,2372
INC0023049,2016-04-27 09:27:00,0,1,254,284,785,865,1102,1321,1557,1561,1578,1782,1785,1793,1809,1,2035,2174,1,1,2281,2282,1,2360,2364,2372
INC0023050,2016-10-05 10:07:00,0,1,254,469,823,864,1110,1454,1557,1565,1579,1783,1786,1793,1818,1,2036,2135,1,1,2281,2282,1,2361,2366,2372
INC0023051,2016-04-28 10:33:00,1,1,254,277,785,865,1100,1320,1557,1562,1580,1782,1785,1793,1808,1,2035,2047,1,1,2281,2285,1,2360,2367,2372
INC0023052,2016-10-05 10:48:00,1,1,254,310,787,864,1134,1403,1556,1562,1649,1782,1788,1793,1806,1,2035,2079,1,1,2281,2286,1,2360,2367,2372
INC0023054,2016-10-05 16:07:00,1,1,254,330,818,944,1141,1403,1557,1562,1649,1783,1786,1793,1806,1,2035,2087,1,1,2281,2284,1,2360,2367,2372
INC0023055,2016-04-27 09:52:00,0,1,254,278,785,866,1164,1321,1557,1561,1649,1782,1785,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023056,2016-04-27 10:19:00,0,1,254,310,785,867,1102,1322,1557,1561,1578,1782,1785,1793,1818,1,2035,2174,1,1,2281,2282,1,2360,2364,2372
INC0023057,2016-04-27 10:26:00,0,1,254,559,785,867,1100,1311,1557,1561,1579,1782,1785,1793,1809,1,2035,2047,1,1,2281,2282,1,2360,2364,2372
INC0023058,2016-04-28 11:21:00,0,1,254,310,1,874,1100,1403,1556,1562,1583,1782,1787,1793,1799,1,2035,2047,1,1,2281,2282,1,2360,2364,2372
INC0023059,2016-04-27 09:51:00,0,1,254,526,785,864,1164,1348,1556,1561,1649,1782,1787,1793,1814,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023060,2016-04-29 09:36:00,1,1,254,519,787,864,1177,1331,1557,1562,1649,1782,1785,1793,1800,1,2035,2133,1,1,2281,2283,1,2360,2365,2372
INC0023061,2016-04-27 09:38:00,0,1,254,310,785,882,1118,1315,1556,1562,1580,1782,1785,1793,1804,1,2035,2158,1,1,2281,2282,1,2360,2363,2372
INC0023063,2016-04-27 09:43:00,0,1,254,534,785,867,1164,1315,1557,1562,1649,1782,1785,1793,1804,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023064,2016-06-29 16:00:00,1,1,254,1,821,864,1195,1465,1557,1562,1655,1783,1786,1793,1800,1,2035,2152,1,1,2281,2283,1,2360,2367,2372
INC0023065,2016-04-29 12:08:00,0,1,254,515,810,865,1093,1336,1557,1562,1578,1782,1785,1793,1810,1,2035,2094,1,1,2281,2282,1,2360,2365,2372
INC0023066,2016-08-05 09:07:00,1,1,254,310,787,864,1107,1403,1557,1562,1649,1783,1786,1793,1816,1,2035,2056,1,1,2281,2283,1,2360,2367,2372
INC0023067,2016-04-27 10:09:00,0,1,254,559,785,864,1164,1311,1557,1561,1649,1782,1785,1793,1809,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023068,2016-04-27 12:03:00,0,1,254,310,811,864,1123,1337,1557,1562,1649,1782,1785,1793,1808,1,2035,2067,1,1,2281,2282,1,2360,2365,2372
INC0023069,2016-04-27 09:55:00,0,1,254,524,785,864,1164,1337,1557,1567,1649,1782,1785,1793,1808,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023071,2016-04-27 10:06:00,0,1,254,310,785,862,1100,1403,1557,1562,1579,1782,1785,1793,1809,1,2035,2047,1,1,2281,2282,1,2360,2364,2372
INC0023072,2016-04-28 09:59:00,0,1,254,330,785,866,1100,1378,1557,1562,1649,1782,1785,1793,1799,1,2035,2047,1,1,2281,2282,1,2360,2365,2372
INC0023073,2016-04-27 10:12:00,0,1,254,310,785,862,1164,1403,1557,1561,1649,1782,1785,1793,1800,1,2035,2105,1,1,2281,2282,1,2360,2365,2372
INC0023074,2016-10-05 12:07:00,1,1,254,332,785,865,1100,1327,1557,1562,1578,1783,1786,1793,1800,1,2035,2047,1,1,2281,2284,1,2360,2367,2372
INC0023076,2016-04-27 10:08:00,0,1,254,559,785,865,1100,1311,1557,1561,1579,1782,1785,1793,1809,1,2035,2047,1,1,2281,2282,1,2360,2364,2372
INC0023077,2016-04-27 10:10:00,1,1,254,1,1,864,1190,1334,1557,1562,1583,1782,1785,1793,1798,1,2035,2151,1,1,2281,2283,1,2360,2364,2372
INC0023078,2016-08-05 17:07:00,1,1,254,310,1,932,1142,1321,1557,1567,1597,1783,1786,1793,1809,1,2035,2095,1,1,2281,2287,1,2360,2367,2372
INC0023079,2016-04-27 10:32:00,0,1,254,310,785,867,1164,1403,1557,1562,1649,1782,1785,1793,1800,1,2035,2105,1,1,2281,2282,1,2360,2365,2372
INC0023080,2016-04-28 09:32:00,1,1,254,380,787,864,1089,1321,1557,1558,1580,1782,1785,1793,1809,1,2035,2042,1,1,2281,2287,1,2360,2367,2372
INC0023081,2016-04-27 11:52:00,1,1,254,1,820,867,1144,1403,1557,1562,1582,1782,1785,1793,1798,1,2035,2093,1,1,2281,2283,1,2360,2365,2372
INC0023082,2016-08-05 11:07:00,1,1,254,310,787,864,1177,1334,1557,1562,1580,1783,1786,1793,1798,1,2035,2133,1,1,2281,2283,1,2360,2366,2372
INC0023083,2016-04-27 11:30:00,0,1,254,278,785,867,1100,1321,1557,1561,1579,1782,1785,1793,1809,1,2035,2047,1,1,2281,2282,1,2360,2364,2372
INC0023084,2016-04-27 10:15:00,0,1,254,310,785,867,1164,1442,1557,1561,1649,1782,1785,1793,1807,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023085,2016-04-27 10:20:00,0,1,254,310,785,865,1164,1322,1557,1561,1649,1782,1785,1793,1803,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023086,2016-11-05 17:57:00,1,1,254,310,843,864,1198,1322,1557,1562,1645,1782,1785,1793,1803,1,2035,2173,1,1,2281,2283,1,2360,2366,2372
INC0023087,2016-04-27 10:42:00,0,1,254,310,785,874,1120,1403,1557,1567,1584,1782,1785,1793,1800,1,2035,2064,1,1,2281,2282,1,2360,2364,2372
INC0023088,2016-04-27 10:42:00,0,1,254,1,785,866,1190,1334,1556,1562,1583,1782,1787,1793,1798,1,2035,2151,1,1,2281,2282,1,2360,2363,2372
INC0023089,2016-04-27 10:12:00,0,1,254,1,785,864,1118,1403,1556,1562,1580,1782,1785,1793,1800,1,2035,2158,1,1,2281,2282,1,2360,2363,2372
INC0023091,2016-04-28 11:22:00,1,1,254,1,788,865,1106,1403,1556,1562,1649,1782,1787,1793,1801,1,2035,2055,1,1,2281,2284,1,2360,2366,2372
INC0023092,2016-04-27 14:36:00,0,1,254,1,800,866,1161,1403,1557,1562,1582,1782,1785,1793,1800,1,2035,2116,1,1,2281,2282,1,2360,2365,2372
INC0023093,2016-04-27 10:32:00,0,1,254,310,785,866,1164,1322,1556,1561,1649,1782,1787,1793,1803,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023094,2016-04-28 10:51:00,0,164,254,1,791,864,1227,1322,1557,1562,1667,1782,1785,1795,1818,1,2038,2190,1,1,2281,2282,1,2361,2365,2372
INC0023096,2016-04-27 10:28:00,0,1,254,526,785,864,1164,1348,1557,1561,1649,1782,1785,1793,1814,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023097,2016-04-27 10:32:00,0,1,254,526,785,864,1164,1348,1557,1561,1649,1782,1785,1793,1814,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023098,2016-04-27 11:23:00,0,1,254,310,804,862,1133,1403,1557,1561,1649,1782,1785,1793,1818,1,2035,2076,1,1,2281,2282,1,2360,2366,2372
INC0023099,2016-04-27 12:13:00,0,1,254,1,804,862,1133,1403,1557,1561,1649,1782,1785,1793,1818,1,2035,2076,1,1,2281,2282,1,2360,2366,2372
INC0023100,2016-04-27 10:24:00,0,1,254,524,785,864,1118,1320,1556,1562,1580,1782,1785,1793,1808,1,2035,2158,1,1,2281,2282,1,2360,2363,2372
INC0023101,2016-04-29 16:21:00,1,1,254,317,787,864,1089,1416,1557,1558,1579,1782,1785,1793,1799,1,2035,2042,1,1,2281,2286,1,2360,2367,2372
INC0023103,2016-12-05 08:46:00,0,1,254,310,790,865,1173,1403,1556,1562,1649,1782,1788,1793,1801,1,2035,2129,1,1,2281,2282,1,2360,2366,2372
INC0023104,2016-04-27 11:18:00,0,1,254,1,785,862,1117,1403,1556,1561,1582,1782,1787,1793,1809,1,2035,2068,1,1,2281,2282,1,2360,2364,2372
INC0023106,2016-12-05 10:05:00,1,1,254,341,821,941,1126,1384,1557,1562,1578,1782,1785,1793,1818,1,2035,2072,1,1,2281,2283,1,2360,2367,2372
INC0023107,2016-04-27 10:33:00,0,1,254,453,785,864,1145,1322,1557,1567,1597,1782,1785,1793,1803,1,2035,2096,1,1,2281,2282,1,2360,2364,2372
INC0023108,2016-07-05 10:07:00,1,1,254,299,787,864,1177,1438,1557,1562,1649,1783,1786,1793,1827,1,2035,2133,1,1,2281,2283,1,2360,2367,2372
INC0023110,2016-04-27 11:05:00,0,1,254,283,785,864,1164,1304,1557,1562,1649,1782,1785,1793,1798,1,2035,2105,1,1,2281,2282,1,2360,2364,2372
INC0023111,2016-07-05 09:07:00,0,1,254,546,825,862,1148,1478,1557,1562,1649,1783,1786,1793,1808,1,2035,2099,1,1,2281,2282,1,2360,2365,2372
