DEM,GOP,MedianIncome,MigraRate,BirthRate,DeathRate,BachelorRate
313.0,964.0,44940.0,-4.2,10.6,14.4,21.6
236.0,1552.0,40859.0,0.3,10.1,18.4,16.8
1959.0,6017.0,41140.0,-14.7,11.6,11.4,19.1
188.0,1172.0,42649.0,0.4,14.2,15.3,26.3
118.0,813.0,51280.0,-5.8,12.1,14.5,31.5
665.0,2831.0,50291.0,-22.7,12.8,13.8,27.2
744.0,2856.0,42431.0,-8.7,12.1,14.9,22.5
719.0,2990.0,57224.0,8.1,10.2,13.0,22.9
102.0,705.0,44898.0,14.7,9.8,18.0,18.6
3436.0,8016.0,45907.0,-0.8,11.8,12.6,20.1
5064.0,8394.0,39521.0,-3.1,12.2,11.0,29.5
178.0,1220.0,41095.0,-27.1,11.5,17.0,23.5
1582.0,5905.0,50268.0,-11.5,12.0,13.5,22.1
584.0,2601.0,47320.0,-10.1,11.1,10.2,19.3
30089.0,14308.0,55446.0,9.1,10.6,5.9,50.4
208.0,1033.0,46825.0,-16.0,9.6,12.3,17.9
160.0,1048.0,40227.0,-20.1,11.0,15.0,15.0
2669.0,8311.0,52265.0,-5.8,12.5,8.5,34.8
515.0,1933.0,50403.0,2.2,10.1,12.8,20.4
3006.0,6155.0,51812.0,-18.8,18.5,6.5,17.1
2032.0,4994.0,47175.0,-14.4,18.7,7.3,17.6
2829.0,7025.0,50155.0,1.4,12.1,11.0,19.5
2569.0,4116.0,46326.0,-65.9,29.1,6.0,21.9
149.0,1127.0,51445.0,-27.1,13.9,15.0,22.7
185.0,1013.0,42224.0,-1.9,8.1,15.1,26.2
427.0,1755.0,58620.0,-15.9,16.1,6.4,15.4
257.0,1651.0,64274.0,-14.1,13.6,9.1,21.0
83.0,523.0,47620.0,-14.0,11.6,16.3,29.0
484.0,2146.0,40518.0,-13.5,11.0,17.7,19.6
114.0,690.0,49932.0,20.4,13.1,8.9,18.2
388.0,1950.0,42023.0,-15.2,12.6,16.9,17.1
5006.0,8503.0,56848.0,-1.9,11.4,11.6,31.0
228.0,1011.0,50514.0,-22.2,13.3,7.6,16.3
124.0,845.0,51244.0,-14.1,10.8,11.4,28.4
1489.0,3888.0,57869.0,-3.6,12.8,10.3,21.3
2483.0,5112.0,62285.0,1.1,10.1,9.6,21.9
180.0,1204.0,40940.0,-28.8,11.3,11.0,16.9
126324.0,133907.0,80872.0,4.3,12.8,6.3,55.3
224.0,1048.0,59254.0,-16.6,15.8,8.2,15.9
594.0,2507.0,59721.0,-24.2,10.8,16.3,24.2
111.0,855.0,42976.0,-30.7,14.2,7.9,27.9
2234.0,5232.0,41103.0,-14.8,13.4,14.1,17.8
104.0,684.0,56677.0,-12.4,8.7,19.9,21.6
10064.0,17387.0,67558.0,8.9,12.6,7.8,31.7
214.0,1168.0,42092.0,-16.4,10.3,13.8,22.6
721.0,3377.0,44391.0,3.3,10.5,10.9,16.0
149.0,1124.0,48453.0,2.9,16.8,7.9,17.6
4456.0,6354.0,43600.0,4.1,12.5,8.7,27.3
3183.0,8407.0,56488.0,-6.1,11.3,13.0,29.0
1177.0,3928.0,51569.0,1.7,9.5,14.3,25.1
1060.0,3250.0,48687.0,-7.5,12.8,11.3,18.6
206.0,1390.0,57187.0,-18.3,13.8,11.0,20.1
3949.0,9839.0,67651.0,3.7,10.8,9.5,27.7
469.0,2216.0,49552.0,-11.2,13.1,14.2,25.3
2557.0,8466.0,41281.0,-16.7,12.6,14.2,18.2
586.0,1790.0,48093.0,-8.8,10.6,15.2,20.1
145.0,970.0,49717.0,-51.9,7.7,12.9,17.1
714.0,4066.0,55324.0,-4.5,14.1,10.1,24.5
1464.0,4340.0,42441.0,-12.5,12.6,12.4,20.6
160.0,1216.0,46439.0,-14.4,11.4,17.8,18.9
277.0,1808.0,45845.0,-7.6,11.4,12.0,15.9
1730.0,4713.0,54760.0,-1.6,10.7,12.6,18.6
231.0,1437.0,41967.0,-6.6,12.7,19.9,23.0
424.0,2261.0,52808.0,-0.8,10.3,14.4,23.5
567.0,1872.0,46961.0,-5.0,9.8,12.3,18.8
296.0,2200.0,49386.0,0.7,10.9,14.4,22.3
2191.0,7451.0,64704.0,12.6,16.2,8.0,34.5
769.0,2824.0,51419.0,-15.7,14.1,13.2,28.1
160.0,1209.0,47377.0,2.0,12.0,17.2,25.1
6670.0,15100.0,46208.0,-5.5,10.8,11.8,20.5
370.0,1993.0,43921.0,-1.3,9.6,14.1,24.5
668.0,2652.0,47737.0,-13.8,12.2,12.2,23.2
8892.0,9817.0,49901.0,-34.8,13.1,4.6,46.0
273.0,1999.0,45268.0,-10.1,11.8,13.0,24.0
227.0,1177.0,45281.0,-5.2,12.0,21.1,23.1
454.0,2544.0,43857.0,-6.3,11.3,10.0,25.9
6084.0,13367.0,48748.0,-11.5,12.6,9.7,26.2
232.0,1832.0,60540.0,4.4,11.7,9.9,24.9
66716.0,101319.0,52612.0,-1.6,14.3,8.7,30.9
1491.0,3025.0,48648.0,-30.0,18.6,5.8,11.1
33270.0,35349.0,55387.0,-4.0,12.5,10.2,30.8
126.0,1186.0,49860.0,4.4,12.1,11.7,21.4
340.0,2043.0,48456.0,-3.5,13.3,11.4,19.1
295.0,1635.0,40006.0,-5.7,12.5,15.8,19.1
303.0,1485.0,46104.0,-7.9,12.9,12.1,23.9
132.0,580.0,58135.0,2.4,16.8,9.6,19.3
215.0,1564.0,57432.0,-28.1,13.1,8.4,12.2
2039.0,6844.0,52186.0,-10.0,11.7,11.9,22.2
467.0,2832.0,53816.0,-10.3,14.4,10.4,25.5
193.0,1211.0,46756.0,-13.9,12.9,18.4,22.8
773.0,2358.0,61502.0,-2.8,11.3,8.9,23.3
45.0,711.0,47844.0,-6.0,15.3,11.3,30.9
378.0,2136.0,45077.0,-3.2,13.8,11.5,20.3
139.0,765.0,55336.0,-15.4,9.8,10.7,21.1
550.0,2747.0,43134.0,-16.3,12.0,12.5,14.4
270.0,1063.0,35417.0,18.0,11.1,14.8,13.5
29346.0,15520.0,43396.0,-1.6,16.6,8.3,17.4
1323.0,6637.0,33925.0,2.9,11.6,9.5,16.3
1349.0,6466.0,41368.0,1.8,12.0,10.9,14.6
2634.0,8242.0,57448.0,8.8,12.3,9.5,20.3
816.0,3161.0,45074.0,-18.2,10.1,12.8,13.3
4275.0,13483.0,40274.0,3.5,13.1,11.4,16.0
1361.0,3082.0,36468.0,3.5,13.7,13.6,12.4
1720.0,7764.0,26014.0,-3.7,12.6,14.7,8.9
15026.0,39082.0,72942.0,4.5,13.0,6.8,31.6
2791.0,5569.0,46231.0,-1.7,11.3,11.2,18.9
6021.0,13591.0,44569.0,-6.7,11.3,12.8,20.2
4281.0,8040.0,44834.0,6.0,10.8,11.0,23.4
705.0,2711.0,47182.0,9.0,11.2,10.7,13.7
1537.0,3991.0,26659.0,-10.8,11.8,15.2,14.3
1960.0,6484.0,43053.0,-1.2,12.6,11.3,11.1
8255.0,26210.0,63570.0,4.5,10.2,7.9,14.2
947.0,4428.0,41701.0,-3.2,12.1,12.9,12.6
1260.0,4507.0,40327.0,-8.7,11.4,11.9,15.3
4749.0,10367.0,39438.0,2.7,10.2,10.4,29.0
14658.0,25050.0,61490.0,-0.9,11.9,9.8,33.5
432.0,2094.0,45362.0,-12.7,14.5,16.2,14.8
1106.0,2588.0,47726.0,-7.1,15.4,14.6,8.8
2276.0,7587.0,37406.0,-7.1,12.9,11.3,13.7
767.0,5482.0,29417.0,2.1,12.6,13.3,13.3
7188.0,14108.0,41081.0,-31.6,21.2,7.5,17.3
4706.0,10710.0,48474.0,4.5,12.7,11.8,20.1
752.0,5861.0,24901.0,-14.7,12.5,14.6,9.5
547.0,3809.0,29582.0,2.6,11.7,12.3,10.1
617.0,3290.0,40656.0,-0.8,10.3,13.4,13.1
459.0,2502.0,30771.0,1.8,11.4,13.9,13.1
14163.0,28907.0,51153.0,1.8,13.8,10.2,22.9
979.0,4135.0,38395.0,8.8,9.5,11.1,10.8
740.0,2000.0,33335.0,-8.1,10.0,9.6,8.3
1108.0,4236.0,33839.0,-0.8,10.7,14.0,9.9
69776.0,56890.0,53288.0,6.4,12.8,7.4,42.9
1348.0,4722.0,38860.0,-7.4,12.9,12.3,12.7
4015.0,11993.0,31295.0,-12.2,12.2,14.9,11.2
10717.0,11819.0,52395.0,4.2,11.4,11.3,29.8
774.0,1549.0,30605.0,-12.0,12.7,13.5,13.3
749.0,2443.0,49945.0,9.8,14.0,11.1,11.6
1453.0,5904.0,46967.0,7.6,11.8,9.4,16.8
1910.0,7268.0,49312.0,2.7,15.1,10.3,13.6
3308.0,12671.0,41705.0,-2.4,13.6,12.6,16.3
1959.0,8219.0,38418.0,-1.1,12.3,13.2,10.4
832.0,4372.0,36246.0,4.6,10.8,13.8,12.0
4146.0,11546.0,46815.0,-2.0,10.0,13.0,17.2
1244.0,2788.0,56823.0,5.0,14.2,9.6,11.0
13944.0,26970.0,52040.0,1.8,13.5,8.6,23.0
1372.0,9129.0,25240.0,-15.0,12.9,16.5,10.8
2031.0,5435.0,49615.0,-4.4,12.0,11.4,14.8
1730.0,5320.0,36628.0,3.8,14.2,11.6,11.8
6707.0,12159.0,46936.0,-3.6,12.4,10.9,17.9
1828.0,4944.0,51774.0,17.6,11.8,12.2,12.2
449.0,1657.0,39859.0,2.0,9.5,12.4,17.6
4310.0,15277.0,43590.0,-7.9,11.6,13.5,16.0
482.0,4889.0,30798.0,1.8,13.2,12.2,12.2
190824.0,143758.0,52008.0,0.7,13.1,10.5,32.7
6144.0,15474.0,55047.0,3.8,12.8,9.3,29.5
1250.0,8043.0,35408.0,-8.9,10.7,13.7,14.9
24213.0,42958.0,61798.0,-1.5,14.2,9.1,30.4
1245.0,4357.0,29786.0,-9.7,10.5,12.9,12.9
1761.0,9885.0,27432.0,2.0,12.2,13.6,13.1
1278.0,4799.0,44522.0,-6.3,11.4,12.0,10.1
3440.0,20592.0,38323.0,0.3,12.5,10.2,13.4
1045.0,4816.0,33757.0,0.3,11.5,13.7,10.0
444.0,2151.0,25372.0,-19.0,11.5,15.0,10.3
400.0,4015.0,28595.0,-17.2,11.9,15.1,9.7
1542.0,7293.0,29308.0,-10.4,11.6,14.1,11.7
785.0,4363.0,32848.0,-6.9,11.2,13.7,11.0
1865.0,7338.0,35934.0,-0.9,13.8,11.5,11.1
887.0,3570.0,45229.0,-5.1,10.4,15.2,11.4
2755.0,7778.0,43985.0,-5.1,12.8,10.7,15.0
1045.0,2789.0,44767.0,-19.4,6.1,14.6,15.9
9134.0,20774.0,42936.0,5.1,12.7,12.3,24.6
664.0,5012.0,25087.0,-20.9,12.6,10.8,6.9
988.0,3381.0,43656.0,-2.9,9.9,13.4,12.0
11793.0,23431.0,45406.0,12.3,11.5,8.9,30.5
1172.0,3824.0,28996.0,-9.4,11.9,11.6,9.7
2679.0,5122.0,41233.0,-4.4,12.6,11.5,13.2
3672.0,12322.0,50165.0,10.2,10.4,13.7,18.8
363.0,3503.0,29861.0,-24.9,9.1,12.6,8.5
1970.0,4944.0,43683.0,7.0,12.1,12.2,18.9
3026.0,8660.0,51893.0,8.3,9.4,8.9,18.2
700.0,2010.0,33734.0,13.6,11.9,13.6,11.3
2395.0,7740.0,51048.0,2.3,11.8,12.4,17.5
976.0,3491.0,33562.0,10.2,12.9,13.7,13.1
601.0,4278.0,33425.0,-4.3,12.8,16.4,12.9
3158.0,7856.0,44890.0,1.8,13.1,11.5,16.3
1006.0,3628.0,33716.0,-0.5,9.9,10.7,13.6
3272.0,9393.0,42098.0,-2.9,11.6,11.9,11.1
6434.0,13430.0,56239.0,5.7,12.4,9.7,17.2
787.0,1957.0,38958.0,4.5,13.2,14.3,10.2
2080.0,7942.0,40859.0,5.4,12.2,12.4,13.3
10268.0,20469.0,92454.0,11.0,8.3,6.2,42.2
1062.0,3745.0,46358.0,-2.9,8.4,11.9,9.9
256.0,1474.0,23115.0,11.0,12.3,17.7,16.2
1164.0,4604.0,51680.0,5.0,12.3,10.3,11.3
2136.0,8158.0,31814.0,-7.4,14.7,15.2,12.3
4277.0,19740.0,32734.0,-19.8,10.6,13.2,13.0
1272.0,3513.0,35169.0,1.2,13.8,12.6,14.7
4208.0,22900.0,37782.0,3.6,11.6,12.5,15.3
222.0,759.0,41877.0,0.5,10.8,15.5,16.0
915.0,5609.0,35567.0,-2.4,10.8,12.1,10.6
3295.0,5174.0,38684.0,-9.2,11.0,10.6,26.6
1093.0,6863.0,33490.0,7.7,12.1,15.1,12.9
7713.0,15052.0,64809.0,17.7,13.2,7.0,28.6
6276.0,13196.0,61700.0,13.0,12.7,7.9,24.2
2144.0,5077.0,45643.0,2.8,13.0,10.4,14.2
1921.0,7196.0,71156.0,12.1,9.9,8.5,20.2
2553.0,8320.0,37806.0,-6.9,13.5,12.2,19.2
1042.0,3612.0,41072.0,-10.6,15.6,12.8,12.9
1587.0,4928.0,37965.0,6.2,11.3,11.4,16.9
879.0,2771.0,51827.0,-13.0,11.6,14.2,12.0
1331.0,4701.0,47017.0,-11.5,11.3,12.0,11.0
16966.0,28673.0,47253.0,14.1,13.2,8.1,30.6
1420.0,4013.0,48041.0,9.3,11.9,11.6,17.7
1431.0,6370.0,30923.0,5.0,12.0,11.4,12.8
1240.0,4397.0,43605.0,3.3,12.3,13.2,9.8
2067.0,11312.0,31985.0,-3.6,16.3,13.2,19.2
753.0,1804.0,28443.0,-2.5,12.9,17.6,7.6
4958.0,7697.0,58712.0,7.3,11.7,9.1,32.9
5638.0,21159.0,40218.0,-3.0,14.5,9.7,13.4
2106.0,6867.0,41584.0,-0.4,11.7,9.4,12.7
16471.0,36135.0,74212.0,9.6,14.1,5.9,26.8
3931.0,6714.0,45847.0,-7.4,11.5,10.2,10.2
5032.0,11163.0,34997.0,-2.3,13.7,11.1,12.1
2393.0,12238.0,49436.0,8.0,13.8,9.8,17.5
3129.0,3756.0,33887.0,-2.0,12.0,13.4,12.4
12638.0,35451.0,50048.0,-2.8,14.4,8.5,25.6
53448.0,48977.0,38414.0,-12.8,13.9,11.0,23.5
26293.0,54182.0,47052.0,5.7,14.8,10.2,21.9
788.0,3822.0,35428.0,2.2,12.2,11.5,14.2
323.0,3256.0,52479.0,8.5,10.2,8.3,11.6
1322.0,3479.0,33154.0,-14.1,12.4,14.4,11.7
2717.0,3585.0,34228.0,-5.1,10.3,12.5,14.7
3272.0,5474.0,32685.0,-13.0,13.1,13.1,12.8
5163.0,8067.0,43325.0,1.7,12.4,10.9,14.2
102711.0,84620.0,50451.0,-3.3,13.9,8.4,34.7
1838.0,1059.0,25810.0,-8.1,14.2,11.7,8.5
4235.0,5569.0,46172.0,-0.2,10.6,11.9,12.6
4208.0,10357.0,34440.0,-5.3,14.8,11.6,12.8
2506.0,6514.0,31873.0,-1.9,15.2,14.1,11.9
1181.0,7406.0,42948.0,-1.5,10.9,10.2,8.4
10698.0,20903.0,41604.0,-15.0,14.7,10.0,12.7
8324.0,7320.0,41679.0,-9.3,11.7,10.5,14.5
2139.0,5169.0,41192.0,-1.8,10.9,12.2,13.5
73540.0,100292.0,49681.0,-0.9,13.7,9.5,26.1
3080.0,10775.0,42134.0,-4.0,14.2,11.7,15.9
32726.0,68191.0,51125.0,1.0,14.3,7.2,32.1
8423.0,31958.0,52220.0,-2.3,13.3,8.9,16.6
605.0,5835.0,45169.0,1.9,12.1,10.5,12.2
7102.0,10761.0,39158.0,-4.3,12.5,7.2,36.5
6950.0,48797.0,58318.0,12.0,13.8,7.7,18.3
2744.0,1927.0,27306.0,-7.6,13.1,11.3,12.6
5155.0,6502.0,32269.0,-15.5,13.8,13.7,13.0
7143.0,8965.0,32094.0,-2.3,13.5,11.0,17.8
133833.0,24267.0,38418.0,1.0,12.7,8.1,36.8
24420.0,41712.0,38525.0,-3.9,14.3,10.2,24.3
3347.0,6900.0,55950.0,-9.8,12.5,7.5,19.6
4764.0,6789.0,42545.0,-5.3,12.7,11.1,15.2
18318.0,36814.0,42452.0,-2.7,13.9,10.6,20.5
1938.0,2391.0,33044.0,-9.5,12.0,13.0,13.9
3157.0,6286.0,33820.0,-6.3,12.4,10.9,13.5
1703.0,7877.0,42700.0,-6.8,11.8,11.0,13.1
4957.0,10232.0,39450.0,1.4,14.3,8.0,12.3
8558.0,16620.0,64742.0,-0.8,12.7,7.6,24.2
3353.0,2497.0,35519.0,-4.5,11.4,12.2,13.9
6418.0,5456.0,47876.0,-3.9,11.4,9.9,14.3
12658.0,7569.0,52166.0,-6.2,13.1,9.3,16.3
17208.0,21966.0,32185.0,-3.0,16.0,11.7,14.2
8266.0,16872.0,46560.0,-5.6,13.9,9.2,14.4
8050.0,14353.0,37822.0,-19.0,14.3,11.0,10.6
27716.0,90914.0,65861.0,10.2,12.2,8.4,33.5
16869.0,33933.0,44625.0,8.5,15.3,9.0,19.4
1329.0,1180.0,26657.0,-24.8,12.3,12.1,10.5
10664.0,31900.0,49206.0,-13.8,14.7,8.4,15.8
2691.0,7972.0,42166.0,1.3,12.7,11.9,14.6
4745.0,19807.0,44048.0,-1.2,13.3,9.4,14.2
2665.0,13471.0,47172.0,-11.2,19.6,7.7,16.8
5690.0,12552.0,34240.0,0.3,13.7,13.1,11.7
6259.0,11538.0,33251.0,-7.3,13.0,13.4,15.1
5382.0,6926.0,54454.0,6.5,15.1,8.1,20.6
715.0,3970.0,35638.0,-13.4,12.0,12.4,12.6
2247.0,3390.0,56459.0,-2.1,7.3,9.3,22.2
1643.0,4605.0,37600.0,-6.9,12.0,12.5,14.4
22975.0,28189.0,48494.0,1.3,11.7,10.6,22.2
13377.0,19419.0,39746.0,-5.8,9.8,13.0,18.9
102935.0,57697.0,65475.0,5.2,9.6,9.2,46.7
7001.0,7900.0,43532.0,1.9,8.3,10.4,25.4
16107.0,13682.0,53941.0,7.6,8.6,10.5,32.3
29296.0,31753.0,51013.0,5.1,9.8,11.0,27.1
12440.0,9148.0,53610.0,4.7,8.5,13.2,31.0
10241.0,9727.0,54026.0,9.7,8.1,12.2,32.7
12172.0,16214.0,44508.0,4.3,8.9,11.5,19.0
32832.0,41601.0,47076.0,-3.4,9.6,10.5,27.1
3098.0,5403.0,35874.0,2.4,8.6,13.8,18.3
10679.0,9304.0,59271.0,2.6,9.3,11.1,35.5
9092.0,14998.0,42134.0,-0.1,9.1,12.3,16.5
10442.0,10378.0,48422.0,8.7,8.8,9.6,29.6
6358.0,9037.0,37711.0,-2.7,9.3,13.2,20.8
55828.0,50388.0,60520.0,7.5,9.4,9.9,31.4
6665.0,20025.0,44708.0,-1.9,9.0,12.7,18.3
116074.0,114509.0,95297.0,2.4,12.3,7.3,40.9
189437.0,131009.0,72305.0,-0.6,11.9,9.9,38.6
16669.0,24680.0,97188.0,3.4,10.1,7.3,31.1
3747.0,8999.0,49616.0,5.8,11.9,10.2,16.9
24314.0,55593.0,89529.0,-1.3,10.2,9.0,35.6
12651.0,27579.0,70504.0,-0.3,11.1,9.4,22.8
46063.0,24163.0,93947.0,5.4,11.7,6.5,28.9
5695.0,7938.0,44491.0,-3.4,11.8,12.8,20.8
51891.0,56472.0,89541.0,4.4,11.5,7.3,40.6
2252.0,10189.0,46710.0,-0.3,10.3,12.0,20.1
43803.0,74261.0,83595.0,0.6,10.9,8.3,35.8
93808.0,44792.0,119386.0,7.1,11.4,5.2,61.4
4178.0,4598.0,54210.0,3.5,7.8,13.9,34.2
309761.0,82985.0,99604.0,-1.2,12.7,5.4,59.0
313627.0,29290.0,78680.0,-4.8,13.6,6.4,32.7
7316.0,16211.0,79966.0,0.4,9.8,8.5,34.9
15786.0,26889.0,80049.0,0.7,12.9,7.1,31.5
3484.0,5056.0,38546.0,5.7,9.8,9.5,15.7
7865.0,10098.0,62264.0,-5.2,8.8,11.3,38.6
19193.0,38842.0,54643.0,2.2,11.4,9.8,21.4
16327.0,20832.0,50015.0,1.0,12.2,9.8,26.8
8783.0,15910.0,53509.0,4.2,8.4,12.5,30.4
178562.0,22726.0,46604.0,-13.6,13.9,10.5,31.2
71632.0,53842.0,67374.0,4.8,7.2,13.6,42.8
43540.0,16799.0,56011.0,-2.1,8.1,11.8,33.4
127619.0,104775.0,65154.0,1.0,10.2,9.4,28.0
8338.0,2474.0,66528.0,2.1,9.1,8.8,44.2
220027.0,135405.0,73503.0,1.6,10.9,8.4,39.4
24369.0,10327.0,56544.0,-1.1,8.5,9.8,37.2
110313.0,78230.0,51589.0,-3.8,10.8,9.2,27.2
54572.0,22089.0,64425.0,5.7,6.3,7.4,46.5
508919.0,216163.0,94977.0,2.2,10.8,7.1,55.2
4144.0,1892.0,82324.0,7.7,14.8,6.3,51.7
219129.0,119171.0,92606.0,1.5,10.5,8.3,53.0
133828.0,114722.0,81483.0,4.2,10.2,9.0,36.7
241212.0,50042.0,61367.0,7.2,11.9,5.9,44.8
197126.0,157138.0,69064.0,0.8,10.5,8.6,35.9
1732.0,4201.0,37900.0,14.7,5.7,17.8,15.7
1663.0,2585.0,43693.0,-7.6,6.6,12.8,17.4
17932.0,33812.0,58311.0,3.8,12.1,8.3,22.7
4877.0,9090.0,42332.0,2.0,9.1,13.2,17.5
4448.0,8469.0,50356.0,4.7,8.7,11.5,28.2
2238.0,4704.0,43339.0,-6.0,8.4,13.6,11.8
1156.0,2158.0,44187.0,0.0,7.9,11.9,14.5
9109.0,19197.0,60818.0,4.9,10.8,9.3,20.1
21641.0,28327.0,45731.0,-5.9,10.0,11.8,18.9
4108.0,5539.0,50323.0,11.9,8.8,12.3,29.3
29496.0,38646.0,47237.0,-3.8,11.1,11.1,27.7
4740.0,11025.0,48321.0,-5.5,12.2,10.5,14.2
24154.0,31489.0,46423.0,-0.5,12.4,11.6,21.2
7270.0,14241.0,51530.0,-0.3,9.3,9.9,19.1
5137.0,8674.0,52944.0,1.3,8.7,10.3,31.0
4302.0,8680.0,41667.0,5.8,8.3,12.0,20.5
5378.0,9120.0,43683.0,-7.1,9.0,8.9,21.0
4250.0,8507.0,37646.0,-4.1,10.8,14.1,12.1
16490.0,21635.0,66396.0,5.0,10.6,7.8,31.4
2110.0,4354.0,39208.0,-2.6,9.0,12.6,18.8
6431.0,11112.0,43835.0,-3.6,9.6,12.0,21.5
3923.0,8580.0,46094.0,-4.3,10.1,12.4,26.5
24534.0,27608.0,57807.0,2.9,10.8,9.0,26.8
6972.0,10616.0,51122.0,0.7,9.1,11.1,33.7
102744.0,84174.0,44174.0,-4.7,11.7,10.8,20.9
3794.0,8124.0,41251.0,0.8,10.8,14.3,13.8
2925.0,4019.0,36429.0,-6.9,8.4,14.0,19.8
20964.0,27412.0,57367.0,3.8,10.1,9.3,35.1
5665.0,9878.0,42642.0,-7.6,9.5,11.0,14.0
4799.0,14094.0,49049.0,-3.4,11.7,10.6,17.0
6018.0,8475.0,38603.0,3.9,10.2,9.9,33.2
4579.0,10629.0,44845.0,-4.9,10.0,13.9,15.5
81266.0,44354.0,49387.0,5.5,11.4,7.3,38.5
8206.0,16374.0,50383.0,-1.1,11.5,8.5,16.1
4344.0,8344.0,39721.0,5.2,8.9,16.3,16.3
2004.0,3675.0,38913.0,-3.7,8.2,18.2,18.8
11404.0,12338.0,42924.0,5.3,9.2,7.0,29.2
25795.0,39793.0,50809.0,-6.2,11.0,11.0,21.4
67142.0,51031.0,53370.0,1.9,12.2,7.9,38.1
2279.0,6213.0,48426.0,4.9,10.0,13.5,11.9
138567.0,147959.0,59649.0,3.9,13.8,7.3,35.2
527.0,814.0,42799.0,10.3,8.4,10.8,30.4
1939.0,3159.0,33708.0,16.9,9.0,12.3,11.3
12734.0,30037.0,56079.0,-1.4,9.0,9.5,17.8
6774.0,7239.0,62174.0,-3.5,8.2,10.1,42.8
16750.0,26428.0,52738.0,1.5,10.5,10.8,20.9
34378.0,65665.0,79388.0,5.3,9.6,7.5,34.8
681.0,1756.0,41881.0,-6.7,7.0,14.6,16.3
2085.0,3740.0,42887.0,-3.0,7.8,14.4,21.8
176238.0,224589.0,60175.0,3.3,10.9,9.9,24.5
4979.0,6915.0,46851.0,2.8,8.9,12.9,20.0
16042.0,14646.0,50681.0,-11.5,9.6,10.1,31.5
5281.0,8505.0,46624.0,3.4,10.5,11.0,23.2
5827.0,10305.0,41759.0,2.7,9.7,8.5,21.9
3539.0,6704.0,42306.0,-7.7,8.7,12.6,16.7
15655.0,23877.0,58526.0,-3.7,10.1,9.3,34.0
1565.0,5386.0,41625.0,8.9,11.8,11.0,13.2
26859.0,43255.0,61962.0,-1.7,9.9,9.2,19.1
7874.0,16907.0,46877.0,1.7,11.4,9.8,13.0
1286.0,3498.0,37021.0,0.1,7.8,16.8,12.8
36640.0,35962.0,44473.0,2.0,12.2,9.6,19.1
6212.0,15174.0,47221.0,-1.6,11.2,10.9,15.9
342976.0,289127.0,72078.0,2.7,10.9,8.5,46.4
3973.0,7228.0,42446.0,-0.9,11.6,10.9,18.8
3030.0,6827.0,37842.0,6.0,8.7,15.3,12.1
1175.0,2069.0,35894.0,-4.5,5.5,16.7,17.5
2705.0,7336.0,41018.0,0.9,10.4,11.3,13.8
1044.0,2843.0,36181.0,0.5,12.6,15.6,10.7
3556.0,8266.0,50061.0,10.2,10.4,11.4,24.2
46276.0,90456.0,65004.0,5.2,11.9,6.6,33.5
2400.0,4486.0,43484.0,2.0,7.8,14.8,17.3
4287.0,8141.0,37817.0,5.1,6.8,17.1,14.9
44395.0,45469.0,45739.0,-4.5,11.5,11.1,21.1
24553.0,49067.0,52178.0,-0.4,9.7,11.2,18.3
7529.0,14886.0,48271.0,-1.9,12.8,10.7,15.7
4873.0,13446.0,43579.0,-0.6,10.5,11.5,14.2
1369.0,2556.0,42883.0,-14.5,7.8,12.3,15.8
12547.0,19232.0,52716.0,0.6,10.4,10.3,17.2
7493.0,17421.0,46950.0,-7.5,10.3,11.2,13.6
13258.0,17890.0,48518.0,0.9,11.6,9.8,20.9
128025.0,50335.0,66040.0,5.1,10.1,6.0,55.2
517022.0,228313.0,43570.0,-5.6,13.2,10.3,23.3
4436.0,10000.0,40485.0,4.9,12.1,11.1,17.9
3134.0,5516.0,46617.0,1.5,7.0,14.6,17.4
75499.0,93341.0,76497.0,0.4,12.4,5.8,29.7
5208.0,10880.0,55780.0,6.6,12.5,10.8,24.5
8688.0,10783.0,45344.0,2.8,14.8,8.5,28.1
5640.0,12872.0,53675.0,0.1,15.1,8.7,22.6
921.0,1607.0,46713.0,5.4,11.0,14.2,15.0
14428.0,15667.0,53829.0,6.3,11.3,7.3,33.6
3763.0,8708.0,56049.0,0.3,11.4,10.7,20.4
8460.0,8160.0,58509.0,5.2,10.1,11.1,22.5
21508.0,29057.0,94057.0,10.6,12.0,5.0,48.1
4949.0,9982.0,49585.0,10.8,11.3,10.8,22.4
1978.0,3764.0,51675.0,-4.8,14.2,12.4,19.1
9279.0,18441.0,74908.0,5.0,10.8,7.0,20.5
12974.0,13549.0,59937.0,6.8,14.2,7.6,33.5
1100.0,2925.0,43797.0,3.1,11.9,11.2,16.1
1912.0,1156.0,48884.0,14.0,10.1,8.5,42.4
1678.0,3679.0,47437.0,-5.7,13.1,11.7,21.2
10982.0,22287.0,51803.0,6.8,11.2,10.0,24.3
110251.0,99624.0,79111.0,1.5,12.7,5.8,41.8
3102.0,6527.0,68238.0,1.5,12.4,7.0,24.4
6227.0,13966.0,55257.0,10.4,11.7,12.2,25.4
2153.0,4659.0,49176.0,-6.7,11.5,12.8,17.8
3872.0,6271.0,60575.0,7.3,12.6,11.4,21.1
6041.0,8808.0,48943.0,-2.8,11.2,11.2,16.7
9446.0,14041.0,66038.0,3.4,10.9,10.3,25.0
1104.0,2063.0,51274.0,11.4,12.5,12.9,19.4
429283.0,191768.0,71184.0,4.3,13.6,7.0,49.2
4145.0,5616.0,58201.0,0.2,10.1,9.6,24.0
